CHEMONTID:0000035	Halobenzenes	Aromatic compounds containing a halogen atom linked to a benzene ring.	CHEMONTID:0002279
CHEMONTID:0000036	Nitrobenzenes	Compounds containing a nitrobenzene moiety, which consists of a benzene ring with a carbon bearing a nitro group.	CHEMONTID:0002279
CHEMONTID:0000037	Styrenes	Organic compounds containing an ethenylbenzene moiety.	CHEMONTID:0002279
CHEMONTID:0000038	Sulfanilides	Organic aromatic compounds containing a sulfanilide moiety, with the general structure RS(=O)(=O)NC1=CC=CC=C1.	CHEMONTID:0002279
CHEMONTID:0000039	Sulfamic acid derivatives	Organic compounds containing a sulfamic acid moiety or a derivative, with the general structure R1N(R2)S(=O)2OR3  (R1,R2,R3=H, alkyl, aryl).	CHEMONTID:0000264
CHEMONTID:0000040	Indanediones	Compounds containing an indane ring bearing two ketone groups.	CHEMONTID:0001151
CHEMONTID:0000041	Biphenyls and derivatives	Organic compounds containing to benzene rings linked together by a C-C bond.	CHEMONTID:0002279
CHEMONTID:0000042	Diphenhydramines	Cyclic aromatic compounds containing a diphenhydramine moiety, which consists of a diphenylmethoxyl group like to an ethyldimethylamine to form [2-(diphenylmethoxy)ethyl]dimethylamine.	CHEMONTID:0002279
CHEMONTID:0000043	Biphenylbenzimidazoles	Organic compounds containing a biphenyl attached to a benzimidazole. A carbon atom of the biphenyl moiety is boned to a carbon or the nitrogen atom of the benzimidazole moiety.	CHEMONTID:0000330
CHEMONTID:0000044	Biphenyltetrazoles and derivatives	Organic compounds containing a biphenyl attached to a tetrazole. A carbon atom of the biphenyl moiety is boned to a carbon or the nitrogen atom of the tetrazole moiety.	CHEMONTID:0000306
CHEMONTID:0000045	Phenylpropenes	Compounds containing a phenylpropene moiety, which consists of a propene substituent bound to a phenyl group.	CHEMONTID:0002279
CHEMONTID:0000046	Hydroxyeicosatetraenoic acids	Eicosanoic acids with an attached hydroxyl group and four CC double bonds.	CHEMONTID:0000513
CHEMONTID:0000047	Podophyllotoxins	Tetralin lignans in which the benzene moiety of the tetralin skeleton is fused to a 1,3-dioxolane and the cyclohexane is fused to a butyrolactone (pyrrolidin-2-one).	CHEMONTID:0001510
CHEMONTID:0000048	Tetralins	Polycyclic aromatic compounds containing a tetralin moiety, which consists of a benzene fused to a cyclohexane.	CHEMONTID:0002448
CHEMONTID:0000049	Tametralines	Compounds containing a tametraline moiety, which consists of a tetrahydronaphthalene linked to a phenyl group to form N-methyl-4-phenyl-1,2,3,4-tetrahydronaphthalen-1-amine skeleton.	CHEMONTID:0000048
CHEMONTID:0000050	Lactones	Cyclic esters of hydroxy carboxylic acids, containing a 1-oxacycloalkan-2-one structure, or analogues having unsaturation or heteroatoms replacing one or more carbon atoms of the ring.	CHEMONTID:0000002
CHEMONTID:0000051	Aromatic monoterpenoids	Monoterpenoids containing at least one aromatic ring.	CHEMONTID:0001549
CHEMONTID:0000052	Brominated biphenyls	Organic compounds containing a biphenyl moiety substituted at one or more positions by a bromine atom.	CHEMONTID:0000041
CHEMONTID:0000053	Aminoquinolines and derivatives	Organic compounds containing an amino group attached to a quinoline ring system.	CHEMONTID:0001253
CHEMONTID:0000054	Benzylisoquinolines	Organic compounds containing an isoquinoline to which a benzyl group is attached.	CHEMONTID:0002566
CHEMONTID:0000055	Dibenzothiazepines	Compounds containing a dibenzothiazepine moiety, which consists of two benzene connected by a thiazepine ring.	CHEMONTID:0000317
CHEMONTID:0000056	Quinolones and derivatives	Compounds containing a quinoline moiety which bears a ketone group.	CHEMONTID:0001253
CHEMONTID:0000057	Hydroxyquinolines	Compounds containing a quinoline moiety bearing a hydroxyl group.	CHEMONTID:0001253
CHEMONTID:0000058	Morphinans	Polycyclic compounds with a four-ring skeleton with three condensed six-member rings forming a partially hydrogenated phenanthrene moiety, one of which is aromatic while the two others are alicyclic.	CHEMONTID:0000279
CHEMONTID:0000059	Coumaric acids and derivatives	Aromatic compounds containing Aromatic compounds containing a cinnamic acid moiety (or a derivative thereof) hydroxylated at the C2 (ortho-), C3 (meta-), or C4 (para-) carbon atom of the benzene ring.	CHEMONTID:0001391
CHEMONTID:0000060	Alpha amino acids and derivatives	Amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon), or a derivative thereof.	CHEMONTID:0000347
CHEMONTID:0000061	Indoloquinolines	Polycyclic aromatic compounds containing an indole fused to a quinoline.	CHEMONTID:0001253
CHEMONTID:0000062	2-sulfobenzoic acids	Sulfobenzoic acid carrying the sulfonyl group at the 2-position of the benzene group.	CHEMONTID:0000034
CHEMONTID:0000063	Nitrate esters	Compounds containing a nitrate ester functional group, with the general structure RON+(=O)O, (R cannot be a hydrogen).	CHEMONTID:0000488
CHEMONTID:0000064	Macrolactams	Cyclic amides of amino carboxylic acids, having a 1-azacycloalkan-2-one structure, or analogues having unsaturation or heteroatoms replacing one or more carbon atoms of the ring.  They are nitrogen analogues (the a nitrogen atom replacing the o atom of the cyclic carboxylic acid group ) of the naturally occurring macrolides.	CHEMONTID:0000261
CHEMONTID:0000065	Arsoles	Organic compounds containing an arsacyclopentadiene ring (a five member ring with one arsenic atom, four carbon atoms, and two double bonds).	CHEMONTID:0002052
CHEMONTID:0000066	Oxazepines	Compounds containing an oxazepine moiety, which consists of an unsaturated aliphatic seven-member ring with one oxygen atom, a nitrogen atom, and five carbon atoms. Isomers  of oxazepine include 1,2-oxazepine, 1,3-oxazepine,and 1,4-oxazepine.	CHEMONTID:0000002
CHEMONTID:0000067	Pyrazines	Compounds containing a pyrazine ring, which is a six-member aromatic heterocycle, that consists of two nitrogen atoms (at positions 1 and 4) and four carbon atoms.	CHEMONTID:0001346
CHEMONTID:0000068	Thiazepines	Heterocyclic compounds containing a seven-member aromatic ring with five carbon atoms, one sulfur atom, and one nitrogen atom.	CHEMONTID:0000002
CHEMONTID:0000069	Azepines	Organic compounds containing an unsaturated seven-member heterocycle with one nitrogen atom replacing a carbon atom.	CHEMONTID:0000002
CHEMONTID:0000070	Oxetanes	Compounds containing an oxetane ring, which is a four-member saturated aliphatic ring with an oxygen, and three carbon atoms.	CHEMONTID:0000002
CHEMONTID:0000071	Diazepines	Organic compounds containing a seven-member heterocyclic moiety with five nitrogen atoms, and two nitrogen atoms at positions 1 and 2 (1,2-Diazepines), 1 and 3 (1,3-Diazepines), or 1 and 4 (1,4-Diazepines).	CHEMONTID:0000002
CHEMONTID:0000072	Dibenzodiazepines	Compounds containing a dibenzodiazepine moiety, which consists of two benzene connected by diazepine ring.	CHEMONTID:0000295
CHEMONTID:0000073	Oxetenes	Compounds containing an oxetene ring, which is a four-member unsaturated aliphatic ring with an oxygen, three carbon atoms, and one CC double bond.	CHEMONTID:0000002
CHEMONTID:0000074	Pyridazines and derivatives	Compounds containing a pyridazine ring, which is a six-member aromatic ring containing two nitrogen atoms at positions 1 and 2, and four carbon atoms.	CHEMONTID:0001346
CHEMONTID:0000075	Pyrimidines and pyrimidine derivatives	Compounds containing a pyrimidne ring, which is a six-member aromatic heterocycle which consists of two nitrogen atoms (at positions 1 and 3) and four carbon atoms.	CHEMONTID:0001346
CHEMONTID:0000076	Furans	Compounds containing a furan ring, which is a five-member aromatic ring with one oxygen atom, four carbon atoms.	CHEMONTID:0000002
CHEMONTID:0000077	Thiosalicylic acids and derivatives	Compounds containing a benzene ring which bears a carboxyl group (or a derivative thereof) and a sulfhydryl functional group at positions 1 and 2, respectively.	CHEMONTID:0002086
CHEMONTID:0000078	Imidazoles	Compounds containing an imidazole ring, which is an aromatic five-member ring with two nitrogen atoms at positions 1 and 3, and three carbon atoms.	CHEMONTID:0000436
CHEMONTID:0000079	Imidazolines	Organic compounds containing an imidazoline ring, which is an unsaturated ring (derived from imidazole) with two nitrogen atoms at positions 1 and 3 respectively, and containing only one CN double bond.	CHEMONTID:0002490
CHEMONTID:0000080	Indazoles	Compounds containing an indazole, which is structurally characterized by a pyrazole fused to a benzene.	CHEMONTID:0001629
CHEMONTID:0000081	Isoxazoles	Heterocyclic organic compounds containing an isoxazole moiety, with a structure characterized by a five-member aromatic ring with one oxygen atom and one nitrogen atom at ring positions 1 and 2, respectively.	CHEMONTID:0000436
CHEMONTID:0000082	Oxazines	Compounds containing an oxazine moiety, which consists of an unsaturated aliphatic six-member ring with one oxygen atom, a nitrogen atom, four carbon atoms, and two double bonds. Isomers  of oxaphospholane include 1,2-oxazine, 1,3-oxazine, and 1,4-oxazine.	CHEMONTID:0000002
CHEMONTID:0000083	Oxazoles	Compounds containing an oxazole ring, which is a five-membered aromatic heterocycle with one  oxygen, one nitrogen, and three carbon atoms. Isomers include 1,2-oxazole and 1,3-oxazole.	CHEMONTID:0000436
CHEMONTID:0000084	Oxazolines	Organic compounds containing 1,3-oxazoline, a five-membered ring with a nitrogen and an oxygen atoms at the 1- and 3-position, respectively. Additionally, it contains two double bonds.	CHEMONTID:0002490
CHEMONTID:0000085	Phosphinines	Compounds containing a phosphinine ring, which is a benzene derivative where a carbon ring is replaced by a phosphorus atom.	CHEMONTID:0002052
CHEMONTID:0000086	Pyrans	Compounds containing a pyran ring, which is a six-member heterocyclic, non-aromatic ring with five carbon atoms, one oxygen atom and  two ring double bonds.	CHEMONTID:0000002
CHEMONTID:0000087	Pyrazoles	Compounds containing a pyrazole ring, which is a five-member aromatic ring with two nitrogen atoms (at positions 1 and 2) and three carbon atoms.	CHEMONTID:0000436
CHEMONTID:0000088	Pyrazolines	Compounds containing a pyrazoline ring, which is a five-member saturated aliphatic ring with two nitrogen atoms (at positions 1 and 2) and three carbon atoms.	CHEMONTID:0002490
CHEMONTID:0000089	Pyridines and derivatives	Compounds containing a pyridine ring, which is a six-member aromatic heterocycle which consists of one nitrogen atom and five carbon atoms.	CHEMONTID:0000002
CHEMONTID:0000090	Pyrroles	Compounds containing a pyrrole ring, which is a five-member aromatic heterocycle with one nitrogen atom and four carbon atoms.	CHEMONTID:0000002
CHEMONTID:0000091	Pyrrolines	Compounds containing a pyrroline ring, which is a five-member unsaturated aliphatic ring with one nitrogen atom and four carbon atoms.	CHEMONTID:0000002
CHEMONTID:0000092	Tetrazines	Organic compounds containing a tetrazine ring, which is a six-membered aromatic heterocycle made up of four nitrogen atoms and a two carbon atoms.	CHEMONTID:0000002
CHEMONTID:0000093	Thiadiazoles	Cyclic organic compounds containing a thiadiazole ring, which is a five-membered aromatic heterocycle made up of one sulfur atom and two nitrogen atoms.	CHEMONTID:0000436
CHEMONTID:0000094	Thiazines	Heterocyclic compounds containing an aliphatic unsaturated six-member ring with four carbon atoms, one sulfur atom, and one nitrogen. Isomers include 1,2-thiazines, 1,3-thiazines, and 1,4-thiazines.	CHEMONTID:0000002
CHEMONTID:0000095	Thiazoles	Heterocyclic compounds containing a five-member aromatic ring made up of one sulfur atom, one nitrogen, and three carbon atoms.	CHEMONTID:0000436
CHEMONTID:0000096	Thiepins	Heterocyclic compounds containing an unsaturated seven-member heterocycle, with six carbon atoms and one sulfur atom.	CHEMONTID:0000002
CHEMONTID:0000097	Thiophenes	Compounds containing a five-membered aromatic moiety made up of one sulfur atom and four carbon atoms.	CHEMONTID:0000002
CHEMONTID:0000098	Triazines	Compounds containing a triazine ring, which is a heterocyclic ring, similar to the six-member benzene ring but with three carbons replaced by nitrogen atoms.	CHEMONTID:0000002
CHEMONTID:0000099	Triazoles	Compounds containing  a five-member aromatic ring of two carbon atoms and three nitrogen atoms.	CHEMONTID:0000436
CHEMONTID:0000100	Phenanthridines and derivatives	Polycyclic compounds containing a phenanthridine moiety, which is a tricyclic system with two benzene rings joined by a pyridine forming a non-linear skeleton. Hydrogenated derivatives are also included.	CHEMONTID:0001908
CHEMONTID:0000101	Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids	Sesquiterpenoids with a structure based on the eudesmane skeleton.	CHEMONTID:0001550
CHEMONTID:0000102	Azetidines	Organic compounds containing a saturated four-member heterocycle where one nitrogen atom replaces a carbon atom.	CHEMONTID:0000002
CHEMONTID:0000103	Aziridines	Organic compounds containing a saturated three-member heterocycle with one amino group and two methylene groups.	CHEMONTID:0000002
CHEMONTID:0000104	Azirines	Organic compounds containing an unsaturated three-member heterocycle with one amino group and a double bond.	CHEMONTID:0000002
CHEMONTID:0000105	Dioxolanes	Compounds containing a dioxolane ring, which is a five-membered saturated ring of two oxygen atoms and three carbon atoms. The dioxolanes are divided in 1,2-dioxolanes, and 1,3-dioxolanes.	CHEMONTID:0000002
CHEMONTID:0000106	Oxathiolanes	Compounds containing an oxathiolane moiety, which consists of a saturated aliphatic five-member ring with one oxygen atom, a sulfur atom, and three carbon atoms. Isomers  of oxaphospholane include meta-oxathiolane, and ortho-oxathiolane.	CHEMONTID:0000002
CHEMONTID:0000107	Oxazinanes	Compounds containing an oxazinane moiety, which consists of a saturated aliphatic six-member ring with one oxygen atom, a nitrogen atom, and four carbon atoms. Isomers  of oxaphospholane include 1,2-oxazinane, 1,3-oxazinane, and 1,4-oxazinane.	CHEMONTID:0000002
CHEMONTID:0000108	Oxazolidines	Compounds containing an oxazolidine moiety, which consists of a saturated aliphatic five-member ring with one oxygen atom, one nitrogen, three carbon atoms, and two double bonds.	CHEMONTID:0002491
CHEMONTID:0000109	Pteridines and derivatives	Polycyclic aromatic compounds containing a pteridine moiety, which consists of a pyrimidine fused to a pyrazine ring to form  pyrimido(4,5-b)pyrazine.	CHEMONTID:0000002
CHEMONTID:0000110	Pterins and derivatives	Polycyclic aromatic compounds containing a pterin moiety, which consist of a pteridine ring bearing a ketone and an amine group to form 2-aminopteridin-4(3H)-one.	CHEMONTID:0000109
CHEMONTID:0000111	Tetrazoles	Organic compounds containing a tetrazole ring, which is a five-member aromatic heterocycle made up of four nitrogen atoms and a one carbon atom.	CHEMONTID:0000436
CHEMONTID:0000112	Hydrazines and derivatives	Compounds comprising the hydrazine functional group, with the general formula R1R2NNR3R4.	CHEMONTID:0000278
CHEMONTID:0000113	Phenylhydrazines	Compounds containing a phenylhydrazide moiety, which consists of a hydrazide substituent attached to a phenyl group.	CHEMONTID:0002279
CHEMONTID:0000114	Semicarbazides	Organic compounds containing the semicarbazide functional group with the general structure R1(N)R2NR3C(=O)N(R4)R5 (R1-R5=H, alkyl, aryl), a derivative of urea, where the amine group on one side has been replace by a hydrazine group.	CHEMONTID:0000112
CHEMONTID:0000115	Semicarbazones	Organic compounds containing the semicarbazone functional group, with the general structure R2C=NNHC(=O)NH2.	CHEMONTID:0000114
CHEMONTID:0000116	Hydrazones	Compounds containing an N-Alkylidene derivative of hydrazine. They have the generic structure RNN=C(R')R\" (R,R',R\"= H or organyl group).	CHEMONTID:0000112
CHEMONTID:0000117	Imines	Compounds containing an imine functional group, with the general structure RN=CR2 (R = H, hydrocarbyl).	CHEMONTID:0000278
CHEMONTID:0000118	Ketones	Organic compounds  in which a carbonyl group is bonded to two carbon atoms R2C=O (neither R may be a hydrogen atom). Ketones that have one or more alpha-hydrogen atoms undergo keto-enol tautomerization, the tautomer being an enol.	CHEMONTID:0001831
CHEMONTID:0000119	Acetophenones	Organic compounds containing the acetophenone structure.	CHEMONTID:0002279
CHEMONTID:0000120	Benzophenones	Organic compounds containing a ketone attached to two phenyl groups.	CHEMONTID:0002279
CHEMONTID:0000121	Thioketones	Compounds in which the oxygen of a ketone has been replaced by divalent sulfur R2C=S ( R not H ). Thioketones that have an alpha-hydrogen interconvert with Thioenols. Moreover, they interconvert with thioaldehydes.	CHEMONTID:0001198
CHEMONTID:0000122	Alpha-amino ketones	Ketones containing a carboxylic acid, and an amine group attached to the alpha carbon atom relative to C=O group.	CHEMONTID:0000118
CHEMONTID:0000123	Benzopyrans	Organic compounds containing a benzene ring fused to a pyran ring. Pyran a six-membered heterocyclic, non-aromatic ring, made up of five carbon atoms and one oxygen atom and containing two double bonds.	CHEMONTID:0000002
CHEMONTID:0000124	Aldehydes	Organic compounds containing the aldehyde functional group.	CHEMONTID:0001831
CHEMONTID:0000125	Quinomethanes	Organic compounds containing a cyclohexene or cyclohexadiene ring that bears a methylidene group and a ketone group. Isomers include m-quinomethane (6-methylidenecyclohex-2-en-1-one), o-quinomethane (5-methylidenecyclohex-2-en-1-one), and p-quinomethane (4-methylidenecyclohexa-2,5-dien-1-one).	CHEMONTID:0003487
CHEMONTID:0000126	Organic azides	Compounds bearing the group N3, viz. -N=N+=N-; usually attached to carbon, e.g. PhN3 phenyl azide or azidobenzene.	CHEMONTID:0003865
CHEMONTID:0000127	Isoindoles	Heteropolycyclic compounds with a structure containing isoindole, a benzo-fused pyrrole.	CHEMONTID:0001819
CHEMONTID:0000128	Alkyl aryl ethers	Organic compounds containing the alkyl aryl ether functional group with the generic formula R-O-R' , where R is an alkyl group and R' is an aryl group.	CHEMONTID:0000254
CHEMONTID:0000129	Alcohols and polyols	Organic compounds in which at least one hydroxyl functional group (-OH) is bound to a carbon atom, usually connected to other carbon or hydrogen atoms.	CHEMONTID:0000323
CHEMONTID:0000130	Azaspirodecane derivatives	Organic compounds containing a spirodecane moiety with at least one nitrogen atom.	CHEMONTID:0000002
CHEMONTID:0000131	Enediols	Compounds containing the enediol functional group, with the formula HO(R)C=C(R')OH.	CHEMONTID:0000323
CHEMONTID:0000132	Enols	Compounds containing the enol functional group, with the structure HO(R)C=CR'. Ketones that have one or more alpha-hydrogen atoms undergo keto-enol tautomerization, the tautomer being an enol.	CHEMONTID:0000323
CHEMONTID:0000133	1,3-dicarbonyl compounds	Carbonyl compounds with the generic formula O=C(R)C(H)C(R')=O, where R and R' can be any group.	CHEMONTID:0001831
CHEMONTID:0000134	Phenols	Compounds containing a phenol moiety, which is a benzene bearing a hydroxyl group.	CHEMONTID:0002448
CHEMONTID:0000135	Catechols	Compounds containing a 1,2-benzenediol moiety.	CHEMONTID:0001286
CHEMONTID:0000136	Hydroquinones	Compounds containing a hydroquinone moiety, which consists of a benzene ring with a hydroxyl groups at positions 1 and 4.	CHEMONTID:0001286
CHEMONTID:0000137	Resorcinols	Compounds containing a resorcinol moiety, which is a benzene ring bearing two hydroxyl groups at positions 1 and 3.	CHEMONTID:0001286
CHEMONTID:0000138	Anisoles	Organic compounds containing a methoxybenzene or a derivative thereof.	CHEMONTID:0002341
CHEMONTID:0000139	Tyrosols and derivatives	Compounds containing a hydroxyethyl group attached to the C4 carbon of a phenol group.	CHEMONTID:0000134
CHEMONTID:0000140	Aminophenols	Organic compounds containing an amino group attached to a phenol.	CHEMONTID:0000134
CHEMONTID:0000141	Nitrophenols	Compounds containing a nitrophenol moiety, which consists of a benzene ring bearing both a hydroxyl group and a nitro group on two different ring carbon atoms.	CHEMONTID:0000134
CHEMONTID:0000142	Stilbene glycosides	Compounds structurally characterized by the presence of a carbohydrate moiety glycosidically linked to the stilbene skeleton.	CHEMONTID:0000253
CHEMONTID:0000143	Bisphenols	Methylenediphenols, HOC6H4CH2C6H4OH, commonly p,p-methylenediphenol, and their substitution products (generally derived from condensation of two equivalent amounts of a phenol with an aldehyde or ketone).	CHEMONTID:0000369
CHEMONTID:0000144	Chromones	Compounds containing a benzopyran-4-one moiety.	CHEMONTID:0003410
CHEMONTID:0000145	Coumarins and derivatives	Polycyclic aromatic compounds containing a 1-benzopyran moiety with a ketone group at the C2 carbon atom (1-benzopyran-2-one).	CHEMONTID:0000261
CHEMONTID:0000146	Acylaminosugars	Organic compounds containing a sugar linked to a chain through N-acyl group.	CHEMONTID:0001148
CHEMONTID:0000147	Macrolides and analogues	Organic compounds containing a lactone ring of at least twelve members.	CHEMONTID:0000261
CHEMONTID:0000148	Dithiazoles	Compounds containing a dithiazole moiety, which consists of an unsaturated five-member ring containing two carbon atoms, one nitrogen atom, and two sulfur atoms.	CHEMONTID:0000436
CHEMONTID:0000149	Aflatoxins	Difuranocoumarin derivatives in which the coumarin is fused to either a cyclopentenone (difurocoumarocyclopentenone series) or a lactone (difurocoumarolactone series).	CHEMONTID:0002568
CHEMONTID:0000150	Dibenzoxazepines	Compounds containing a dibenzoxazepine moiety, which consists of two benzene connected by an oxazepine ring.	CHEMONTID:0000319
CHEMONTID:0000151	Anthraquinones	Organic compounds containing either anthracene-9,10-quinone, 1,4-anthraquinone, or 1,2-anthraquinone.	CHEMONTID:0000018
CHEMONTID:0000152	M-iminoquinones	M-quinones that carry an imine group.	CHEMONTID:0002851
CHEMONTID:0000153	Naphthoquinones	Compounds containing a naphthohydroquinone moiety, which consists of a benzene ring linearly fused to a bezene-1,4-dione (quinone).	CHEMONTID:0000023
CHEMONTID:0000154	Pentacenequinones	Compounds containing a pentacenequinone moiety, which consists of five linearly fused benzene ring, with at least one bearing two ketones.	CHEMONTID:0002448
CHEMONTID:0000155	Tetracenequinones	Polyaromatic hydrocarbon derivatives containing a tetracyclic cycle made up of four linearly fused benzene rings, one of which bears two ketone groups at position 1 and 4.	CHEMONTID:0000022
CHEMONTID:0000156	Adamantanones	Organic compounds containing a ketone group is attached to the adamantane (tricyclo[3.3.1.1]decane) ring.	CHEMONTID:0003487
CHEMONTID:0000157	Carbodiimides	Organic compounds containing a functional group consisting of the formula RN=C=NR.	CHEMONTID:0000278
CHEMONTID:0000158	N-organohydroxylamines	Organic compounds comprising the hydroxylamine functional group, with the general structure R1ON(R2)R3 (R1,R3=H, organyl; R2 = organyl).	CHEMONTID:0000278
CHEMONTID:0000159	Epoxides	Compounds containing a cyclic ether with three ring atoms(one oxygen and two carbon atoms).	CHEMONTID:0000002
CHEMONTID:0000160	Lactams	Compounds containing a lactam ring, which is a cyclic amide of amino carboxylic acids, having a 1-azacycloalkan-2-one structure (or an analogue having unsaturation or heteroatoms replacing one or more carbon atoms of the ring).	CHEMONTID:0000002
CHEMONTID:0000161	Epothilones and analogues	Macrolides consisting of a 16-member lactone ring conjugated at the carbon 16 with a 1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl group. Some epothilone analogues containing a lactam ring instead of the lactone ring.	CHEMONTID:0000147
CHEMONTID:0000162	Beta lactams	Organic compounds containing a four-member lactam (a cyclic amide).	CHEMONTID:0000160
